match,market,home_team,away_team,player_name,player_team,opposition_team,price,agency
Guyana Amazon Warriors v Barbados Royals,Top Team Wicket Taker,Guyana Amazon Warriors,Barbados Royals,Keshav Maharaj,Barbados Royals,Guyana Amazon Warriors,4,TopSport
Guyana Amazon Warriors v Barbados Royals,Top Team Wicket Taker,Guyana Amazon Warriors,Barbados Royals,Maheesh Theekshana,Barbados Royals,Guyana Amazon Warriors,4.2,TopSport
Guyana Amazon Warriors v Barbados Royals,Top Team Wicket Taker,Guyana Amazon Warriors,Barbados Royals,Obed McCoy,Barbados Royals,Guyana Amazon Warriors,4.2,TopSport
Guyana Amazon Warriors v Barbados Royals,Top Team Wicket Taker,Guyana Amazon Warriors,Barbados Royals,Jason Holder,Barbados Royals,Guyana Amazon Warriors,4.8,TopSport
Guyana Amazon Warriors v Barbados Royals,Top Team Wicket Taker,Guyana Amazon Warriors,Barbados Royals,Isai Thorne,Barbados Royals,Guyana Amazon Warriors,5.75,TopSport
Guyana Amazon Warriors v Barbados Royals,Top Team Wicket Taker,Guyana Amazon Warriors,Barbados Royals,Nathan Sealy,Barbados Royals,Guyana Amazon Warriors,6,TopSport
Guyana Amazon Warriors v Barbados Royals,Top Team Wicket Taker,Guyana Amazon Warriors,Barbados Royals,Rahkeem Cornwall,Barbados Royals,Guyana Amazon Warriors,6.25,TopSport
Guyana Amazon Warriors v Barbados Royals,Top Team Wicket Taker,Guyana Amazon Warriors,Barbados Royals,Nyeem Young,Barbados Royals,Guyana Amazon Warriors,6.75,TopSport
Guyana Amazon Warriors v Barbados Royals,Top Team Wicket Taker,Guyana Amazon Warriors,Barbados Royals,Kevin Wickham,Barbados Royals,Guyana Amazon Warriors,7.5,TopSport
Guyana Amazon Warriors v Barbados Royals,Top Team Wicket Taker,Guyana Amazon Warriors,Barbados Royals,Imran Tahir,Guyana Amazon Warriors,Guyana Amazon Warriors,3.75,TopSport
Guyana Amazon Warriors v Barbados Royals,Top Team Wicket Taker,Guyana Amazon Warriors,Barbados Royals,Gudakesh Motie,Guyana Amazon Warriors,Guyana Amazon Warriors,4,TopSport
Guyana Amazon Warriors v Barbados Royals,Top Team Wicket Taker,Guyana Amazon Warriors,Barbados Royals,Dwaine Pretorius,Guyana Amazon Warriors,Guyana Amazon Warriors,4.2,TopSport
Guyana Amazon Warriors v Barbados Royals,Top Team Wicket Taker,Guyana Amazon Warriors,Barbados Royals,Moeen Ali,Guyana Amazon Warriors,Guyana Amazon Warriors,4.6,TopSport
Guyana Amazon Warriors v Barbados Royals,Top Team Wicket Taker,Guyana Amazon Warriors,Barbados Royals,Nathan Sowter,Guyana Amazon Warriors,Guyana Amazon Warriors,4.8,TopSport
Guyana Amazon Warriors v Barbados Royals,Top Team Wicket Taker,Guyana Amazon Warriors,Barbados Royals,Raymon Reifer,Guyana Amazon Warriors,Guyana Amazon Warriors,4.8,TopSport
Guyana Amazon Warriors v Barbados Royals,Top Team Wicket Taker,Guyana Amazon Warriors,Barbados Royals,Keemo Paul,Guyana Amazon Warriors,Guyana Amazon Warriors,5,TopSport
Guyana Amazon Warriors v Barbados Royals,Top Team Wicket Taker,Guyana Amazon Warriors,Barbados Royals,Shamar Joseph,Guyana Amazon Warriors,Guyana Amazon Warriors,5.25,TopSport
Guyana Amazon Warriors v Barbados Royals,Top Team Wicket Taker,Guyana Amazon Warriors,Barbados Royals,Kevin Sinclair,Guyana Amazon Warriors,Guyana Amazon Warriors,6.25,TopSport
Guyana Amazon Warriors v Barbados Royals,Top Team Wicket Taker,Guyana Amazon Warriors,Barbados Royals,Romario Shepherd,Guyana Amazon Warriors,Guyana Amazon Warriors,7.25,TopSport
Guyana Amazon Warriors v Barbados Royals,Top Team Wicket Taker,Guyana Amazon Warriors,Barbados Royals,Junior Sinclair,Guyana Amazon Warriors,Guyana Amazon Warriors,8,TopSport
Guyana Amazon Warriors v Barbados Royals,Top Team Wicket Taker,Guyana Amazon Warriors,Barbados Royals,Ronaldo Alimohamed,Guyana Amazon Warriors,Guyana Amazon Warriors,8,TopSport
