match,market,home_team,away_team,player_name,player_team,opposition_team,price,agency
Trinbago Knight Riders v Guyana Amazon Warriors,Top Team Wicket Taker,Trinbago Knight Riders,Guyana Amazon Warriors,Nicholas Pooran,Trinbago Knight Riders,Guyana Amazon Warriors,NA,Sportsbet
Trinbago Knight Riders v Guyana Amazon Warriors,Top Team Wicket Taker,Trinbago Knight Riders,Guyana Amazon Warriors,Sunil Narine,Trinbago Knight Riders,Guyana Amazon Warriors,4.9,Sportsbet
Trinbago Knight Riders v Guyana Amazon Warriors,Top Team Wicket Taker,Trinbago Knight Riders,Guyana Amazon Warriors,Muhammad Ahsan Ali Khan,Trinbago Knight Riders,Guyana Amazon Warriors,5.4,Sportsbet
Trinbago Knight Riders v Guyana Amazon Warriors,Top Team Wicket Taker,Trinbago Knight Riders,Guyana Amazon Warriors,Shaqkere Parris,Trinbago Knight Riders,Guyana Amazon Warriors,NA,Sportsbet
Trinbago Knight Riders v Guyana Amazon Warriors,Top Team Wicket Taker,Trinbago Knight Riders,Guyana Amazon Warriors,Terrance Hinds,Trinbago Knight Riders,Guyana Amazon Warriors,5.1,Sportsbet
Trinbago Knight Riders v Guyana Amazon Warriors,Top Team Wicket Taker,Trinbago Knight Riders,Guyana Amazon Warriors,Nathan Edward,Trinbago Knight Riders,Guyana Amazon Warriors,7,Sportsbet
Trinbago Knight Riders v Guyana Amazon Warriors,Top Team Wicket Taker,Trinbago Knight Riders,Guyana Amazon Warriors,Kieron Pollard,Trinbago Knight Riders,Guyana Amazon Warriors,9.25,Sportsbet
Trinbago Knight Riders v Guyana Amazon Warriors,Top Team Wicket Taker,Trinbago Knight Riders,Guyana Amazon Warriors,Tim David,Trinbago Knight Riders,Guyana Amazon Warriors,NA,Sportsbet
Trinbago Knight Riders v Guyana Amazon Warriors,Top Team Wicket Taker,Trinbago Knight Riders,Guyana Amazon Warriors,Waqar Salamkheil,Trinbago Knight Riders,Guyana Amazon Warriors,4.4,Sportsbet
Barbados Royals v St Kitts and Nevis Patriots,Top Team Wicket Taker,Barbados Royals,St Kitts and Nevis Patriots,Andre Fletcher,St Kitts and Nevis Patriots,Barbados Royals,NA,Sportsbet
Barbados Royals v St Kitts and Nevis Patriots,Top Team Wicket Taker,Barbados Royals,St Kitts and Nevis Patriots,Anrich Nortje,St Kitts and Nevis Patriots,Barbados Royals,3.9,Sportsbet
Barbados Royals v St Kitts and Nevis Patriots,Top Team Wicket Taker,Barbados Royals,St Kitts and Nevis Patriots,Dominic Drakes,St Kitts and Nevis Patriots,Barbados Royals,5.9,Sportsbet
Barbados Royals v St Kitts and Nevis Patriots,Top Team Wicket Taker,Barbados Royals,St Kitts and Nevis Patriots,Odean Smith,St Kitts and Nevis Patriots,Barbados Royals,6.25,Sportsbet
Barbados Royals v St Kitts and Nevis Patriots,Top Team Wicket Taker,Barbados Royals,St Kitts and Nevis Patriots,Ryan John,St Kitts and Nevis Patriots,Barbados Royals,6.5,Sportsbet
Barbados Royals v St Kitts and Nevis Patriots,Top Team Wicket Taker,Barbados Royals,St Kitts and Nevis Patriots,Ashmead Romano Nedd,St Kitts and Nevis Patriots,Barbados Royals,7.75,Sportsbet
Barbados Royals v St Kitts and Nevis Patriots,Top Team Wicket Taker,Barbados Royals,St Kitts and Nevis Patriots,Evin Lewis,St Kitts and Nevis Patriots,Barbados Royals,NA,Sportsbet
Barbados Royals v St Kitts and Nevis Patriots,Top Team Wicket Taker,Barbados Royals,St Kitts and Nevis Patriots,Johann Layne,St Kitts and Nevis Patriots,Barbados Royals,7.5,Sportsbet
Barbados Royals v St Kitts and Nevis Patriots,Top Team Wicket Taker,Barbados Royals,St Kitts and Nevis Patriots,Joshua Da Silva,St Kitts and Nevis Patriots,Barbados Royals,NA,Sportsbet
Barbados Royals v St Kitts and Nevis Patriots,Top Team Wicket Taker,Barbados Royals,St Kitts and Nevis Patriots,Mohammad Mohsin,St Kitts and Nevis Patriots,Barbados Royals,5.9,Sportsbet
Barbados Royals v St Kitts and Nevis Patriots,Top Team Wicket Taker,Barbados Royals,St Kitts and Nevis Patriots,Rilee Rossouw,St Kitts and Nevis Patriots,Barbados Royals,NA,Sportsbet
Barbados Royals v St Kitts and Nevis Patriots,Top Team Wicket Taker,Barbados Royals,St Kitts and Nevis Patriots,Sherfane Rutherford,St Kitts and Nevis Patriots,Barbados Royals,NA,Sportsbet
Barbados Royals v St Kitts and Nevis Patriots,Top Team Wicket Taker,Barbados Royals,St Kitts and Nevis Patriots,Tabraiz Shamsi,St Kitts and Nevis Patriots,Barbados Royals,6,Sportsbet
Barbados Royals v St Kitts and Nevis Patriots,Top Team Wicket Taker,Barbados Royals,St Kitts and Nevis Patriots,Tristan Stubbs,St Kitts and Nevis Patriots,Barbados Royals,NA,Sportsbet
Barbados Royals v St Kitts and Nevis Patriots,Top Team Wicket Taker,Barbados Royals,St Kitts and Nevis Patriots,Veerasammy Permaul,St Kitts and Nevis Patriots,Barbados Royals,7.5,Sportsbet
Barbados Royals v St Kitts and Nevis Patriots,Top Team Wicket Taker,Barbados Royals,St Kitts and Nevis Patriots,Kyle Mayers,St Kitts and Nevis Patriots,Barbados Royals,8.75,Sportsbet
Barbados Royals v St Kitts and Nevis Patriots,Top Team Wicket Taker,Barbados Royals,St Kitts and Nevis Patriots,Joshua Andrew Clarkson,St Kitts and Nevis Patriots,Barbados Royals,9,Sportsbet
Barbados Royals v St Kitts and Nevis Patriots,Top Team Wicket Taker,Barbados Royals,St Kitts and Nevis Patriots,Mikyle Louis,St Kitts and Nevis Patriots,Barbados Royals,NA,Sportsbet
Barbados Royals v St Kitts and Nevis Patriots,Top Team Wicket Taker,Barbados Royals,St Kitts and Nevis Patriots,Wanindu Hasaranga,St Kitts and Nevis Patriots,Barbados Royals,3.75,Sportsbet
Trinbago Knight Riders v Guyana Amazon Warriors,Top Team Wicket Taker,Trinbago Knight Riders,Guyana Amazon Warriors,Dwaine Pretorius,Guyana Amazon Warriors,Trinbago Knight Riders,4.6,Sportsbet
Trinbago Knight Riders v Guyana Amazon Warriors,Top Team Wicket Taker,Trinbago Knight Riders,Guyana Amazon Warriors,Imran Tahir,Guyana Amazon Warriors,Trinbago Knight Riders,4.25,Sportsbet
Trinbago Knight Riders v Guyana Amazon Warriors,Top Team Wicket Taker,Trinbago Knight Riders,Guyana Amazon Warriors,Gudakesh Motie,Guyana Amazon Warriors,Trinbago Knight Riders,5.9,Sportsbet
Trinbago Knight Riders v Guyana Amazon Warriors,Top Team Wicket Taker,Trinbago Knight Riders,Guyana Amazon Warriors,Keemo Paul,Guyana Amazon Warriors,Trinbago Knight Riders,5.4,Sportsbet
Trinbago Knight Riders v Guyana Amazon Warriors,Top Team Wicket Taker,Trinbago Knight Riders,Guyana Amazon Warriors,Kevlon Anderson,Guyana Amazon Warriors,Trinbago Knight Riders,NA,Sportsbet
Trinbago Knight Riders v Guyana Amazon Warriors,Top Team Wicket Taker,Trinbago Knight Riders,Guyana Amazon Warriors,Matthew Nandu,Guyana Amazon Warriors,Trinbago Knight Riders,NA,Sportsbet
Trinbago Knight Riders v Guyana Amazon Warriors,Top Team Wicket Taker,Trinbago Knight Riders,Guyana Amazon Warriors,Moeen Ali,Guyana Amazon Warriors,Trinbago Knight Riders,7.25,Sportsbet
Trinbago Knight Riders v Guyana Amazon Warriors,Top Team Wicket Taker,Trinbago Knight Riders,Guyana Amazon Warriors,Mohammad Azam Khan,Guyana Amazon Warriors,Trinbago Knight Riders,NA,Sportsbet
Trinbago Knight Riders v Guyana Amazon Warriors,Top Team Wicket Taker,Trinbago Knight Riders,Guyana Amazon Warriors,Romario Shepherd,Guyana Amazon Warriors,Trinbago Knight Riders,5.3,Sportsbet
Trinbago Knight Riders v Guyana Amazon Warriors,Top Team Wicket Taker,Trinbago Knight Riders,Guyana Amazon Warriors,Shamar Joseph,Guyana Amazon Warriors,Trinbago Knight Riders,5.9,Sportsbet
Trinbago Knight Riders v Guyana Amazon Warriors,Top Team Wicket Taker,Trinbago Knight Riders,Guyana Amazon Warriors,Kevin Sinclair,Guyana Amazon Warriors,Trinbago Knight Riders,6.5,Sportsbet
Trinbago Knight Riders v Guyana Amazon Warriors,Top Team Wicket Taker,Trinbago Knight Riders,Guyana Amazon Warriors,Junior Sinclair,Guyana Amazon Warriors,Trinbago Knight Riders,7.5,Sportsbet
Trinbago Knight Riders v Guyana Amazon Warriors,Top Team Wicket Taker,Trinbago Knight Riders,Guyana Amazon Warriors,Rahmanullah Gurbaz,Guyana Amazon Warriors,Trinbago Knight Riders,NA,Sportsbet
Trinbago Knight Riders v Guyana Amazon Warriors,Top Team Wicket Taker,Trinbago Knight Riders,Guyana Amazon Warriors,Raymon Reifer,Guyana Amazon Warriors,Trinbago Knight Riders,7,Sportsbet
Trinbago Knight Riders v Guyana Amazon Warriors,Top Team Wicket Taker,Trinbago Knight Riders,Guyana Amazon Warriors,Ronaldo Alimohamed,Guyana Amazon Warriors,Trinbago Knight Riders,7,Sportsbet
Trinbago Knight Riders v Guyana Amazon Warriors,Top Team Wicket Taker,Trinbago Knight Riders,Guyana Amazon Warriors,Shai Hope,Guyana Amazon Warriors,Trinbago Knight Riders,NA,Sportsbet
Trinbago Knight Riders v Guyana Amazon Warriors,Top Team Wicket Taker,Trinbago Knight Riders,Guyana Amazon Warriors,Shimron Hetmyer,Guyana Amazon Warriors,Trinbago Knight Riders,NA,Sportsbet
Trinbago Knight Riders v Guyana Amazon Warriors,Top Team Wicket Taker,Trinbago Knight Riders,Guyana Amazon Warriors,Tim Robinson,Guyana Amazon Warriors,Trinbago Knight Riders,NA,Sportsbet
