match,player_name,player_team,line,over_price,under_price,market,agency
St Lucia Kings v Trinbago Knight Riders,Bhanuka Rajapaksa,St Lucia Kings,9.5,1.33,NA,Player Runs,Bet365
St Lucia Kings v Trinbago Knight Riders,Bhanuka Rajapaksa,St Lucia Kings,19.5,1.72,NA,Player Runs,Bet365
St Lucia Kings v Trinbago Knight Riders,Bhanuka Rajapaksa,St Lucia Kings,20.5,2.25,1.57,Player Runs,Bet365
St Lucia Kings v Trinbago Knight Riders,Bhanuka Rajapaksa,St Lucia Kings,29.5,2.25,NA,Player Runs,Bet365
St Lucia Kings v Trinbago Knight Riders,Bhanuka Rajapaksa,St Lucia Kings,49.5,4,NA,Player Runs,Bet365
St Lucia Kings v Trinbago Knight Riders,Bhanuka Rajapaksa,St Lucia Kings,69.5,6.5,NA,Player Runs,Bet365
St Lucia Kings v Trinbago Knight Riders,S Parris,Trinbago Knight Riders,9.5,1.4,NA,Player Runs,Bet365
St Lucia Kings v Trinbago Knight Riders,S Parris,Trinbago Knight Riders,17.5,2.25,1.57,Player Runs,Bet365
St Lucia Kings v Trinbago Knight Riders,S Parris,Trinbago Knight Riders,19.5,1.9,NA,Player Runs,Bet365
St Lucia Kings v Trinbago Knight Riders,S Parris,Trinbago Knight Riders,29.5,2.62,NA,Player Runs,Bet365
St Lucia Kings v Trinbago Knight Riders,S Parris,Trinbago Knight Riders,49.5,4.5,NA,Player Runs,Bet365
St Lucia Kings v Trinbago Knight Riders,S Parris,Trinbago Knight Riders,69.5,8,NA,Player Runs,Bet365
St Lucia Kings v Trinbago Knight Riders,SP Narine,Trinbago Knight Riders,9.5,1.44,NA,Player Runs,Bet365
St Lucia Kings v Trinbago Knight Riders,SP Narine,Trinbago Knight Riders,17.5,2,1.72,Player Runs,Bet365
St Lucia Kings v Trinbago Knight Riders,SP Narine,Trinbago Knight Riders,19.5,2,NA,Player Runs,Bet365
St Lucia Kings v Trinbago Knight Riders,SP Narine,Trinbago Knight Riders,29.5,2.75,NA,Player Runs,Bet365
St Lucia Kings v Trinbago Knight Riders,SP Narine,Trinbago Knight Riders,49.5,5.5,NA,Player Runs,Bet365
St Lucia Kings v Trinbago Knight Riders,SP Narine,Trinbago Knight Riders,69.5,10,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Brandon King,Antigua and Barbuda Falcons,9.5,1.28,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Brandon King,Antigua and Barbuda Falcons,19.5,1.61,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Brandon King,Antigua and Barbuda Falcons,25.5,1.83,1.83,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Brandon King,Antigua and Barbuda Falcons,29.5,2,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Brandon King,Antigua and Barbuda Falcons,49.5,3.75,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Brandon King,Antigua and Barbuda Falcons,69.5,4.5,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Jamie Greaves,Antigua and Barbuda Falcons,9.5,1.33,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Jamie Greaves,Antigua and Barbuda Falcons,19.5,1.72,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Jamie Greaves,Antigua and Barbuda Falcons,21.5,1.83,1.83,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Jamie Greaves,Antigua and Barbuda Falcons,29.5,2.25,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Jamie Greaves,Antigua and Barbuda Falcons,49.5,5.5,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Jamie Greaves,Antigua and Barbuda Falcons,69.5,6,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,K Alleyne,Barbados Royals,9.5,1.33,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,K Alleyne,Barbados Royals,18.5,1.83,1.83,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,K Alleyne,Barbados Royals,19.5,1.72,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,K Alleyne,Barbados Royals,29.5,2.25,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,K Alleyne,Barbados Royals,49.5,4.5,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,K Alleyne,Barbados Royals,69.5,6,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Kofi James,Antigua and Barbuda Falcons,9.5,1.36,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Kofi James,Antigua and Barbuda Falcons,16.5,1.83,1.83,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Kofi James,Antigua and Barbuda Falcons,19.5,1.83,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Kofi James,Antigua and Barbuda Falcons,29.5,2.5,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Kofi James,Antigua and Barbuda Falcons,49.5,6,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Kofi James,Antigua and Barbuda Falcons,69.5,7,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Quinton de Kock,Barbados Royals,9.5,1.25,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Quinton de Kock,Barbados Royals,19.5,1.57,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Quinton de Kock,Barbados Royals,26.5,1.83,1.83,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Quinton de Kock,Barbados Royals,29.5,1.9,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Quinton de Kock,Barbados Royals,49.5,3.4,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Quinton de Kock,Barbados Royals,69.5,4.33,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Rahkeem Cornwall,Barbados Royals,9.5,1.33,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Rahkeem Cornwall,Barbados Royals,18.5,1.83,1.83,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Rahkeem Cornwall,Barbados Royals,19.5,1.72,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Rahkeem Cornwall,Barbados Royals,29.5,2.25,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Rahkeem Cornwall,Barbados Royals,49.5,4.33,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Rahkeem Cornwall,Barbados Royals,69.5,6,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,SSJ Brooks,Barbados Royals,9.5,1.36,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,SSJ Brooks,Barbados Royals,19.5,1.8,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,SSJ Brooks,Barbados Royals,20.5,1.83,1.83,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,SSJ Brooks,Barbados Royals,29.5,2.37,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,SSJ Brooks,Barbados Royals,49.5,4.5,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,SSJ Brooks,Barbados Royals,69.5,9,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Sam Billings,Antigua and Barbuda Falcons,9.5,1.3,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Sam Billings,Antigua and Barbuda Falcons,19.5,2,1.72,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Sam Billings,Antigua and Barbuda Falcons,19.5,2,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Sam Billings,Antigua and Barbuda Falcons,29.5,2.1,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Sam Billings,Antigua and Barbuda Falcons,49.5,4,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Sam Billings,Antigua and Barbuda Falcons,69.5,8,NA,Player Runs,Bet365
