match,home_team,away_team,market,player_name,line,over_price,agency
Hyderabad v Mumbai,Hyderabad,Mumbai,Player Wickets,Mitchell Santner,0.5,1.58,TAB
Hyderabad v Mumbai,Hyderabad,Mumbai,Player Wickets,Deepak Chahar,0.5,1.42,TAB
Hyderabad v Mumbai,Hyderabad,Mumbai,Player Wickets,Trent Boult,0.5,1.38,TAB
Hyderabad v Mumbai,Hyderabad,Mumbai,Player Wickets,Hardik Pandya,0.5,1.38,TAB
Hyderabad v Mumbai,Hyderabad,Mumbai,Player Wickets,Mohammed Shami,1.5,2.25,TAB
Hyderabad v Mumbai,Hyderabad,Mumbai,Player Wickets,Harshal Patel,1.5,2.5,TAB
Hyderabad v Mumbai,Hyderabad,Mumbai,Player Wickets,Patrick Cummins,1.5,2.75,TAB
Hyderabad v Mumbai,Hyderabad,Mumbai,Player Wickets,Eshan Malinga,1.5,3.5,TAB
Hyderabad v Mumbai,Hyderabad,Mumbai,Player Wickets,Trent Boult,1.5,3,TAB
Hyderabad v Mumbai,Hyderabad,Mumbai,Player Wickets,Hardik Pandya,1.5,3,TAB
Hyderabad v Mumbai,Hyderabad,Mumbai,Player Wickets,Deepak Chahar,1.5,3.25,TAB
Hyderabad v Mumbai,Hyderabad,Mumbai,Player Wickets,Mitchell Santner,1.5,4,TAB
Hyderabad v Mumbai,Hyderabad,Mumbai,Player Wickets,Mohammed Shami,2.5,5.5,TAB
Hyderabad v Mumbai,Hyderabad,Mumbai,Player Wickets,Harshal Patel,2.5,7,TAB
Hyderabad v Mumbai,Hyderabad,Mumbai,Player Wickets,Patrick Cummins,2.5,8.5,TAB
Hyderabad v Mumbai,Hyderabad,Mumbai,Player Wickets,Eshan Malinga,2.5,13,TAB
Hyderabad v Mumbai,Hyderabad,Mumbai,Player Wickets,Trent Boult,2.5,10,TAB
Hyderabad v Mumbai,Hyderabad,Mumbai,Player Wickets,Hardik Pandya,2.5,10,TAB
Hyderabad v Mumbai,Hyderabad,Mumbai,Player Wickets,Deepak Chahar,2.5,11,TAB
Hyderabad v Mumbai,Hyderabad,Mumbai,Player Wickets,Mitchell Santner,2.5,19,TAB
Bangalore v Rajasthan,Bangalore,Rajasthan,Player Wickets,Bhuvneshwar Kumar,0.5,1.38,TAB
Bangalore v Rajasthan,Bangalore,Rajasthan,Player Wickets,Josh Hazlewood,0.5,1.2,TAB
Bangalore v Rajasthan,Bangalore,Rajasthan,Player Wickets,Krunal Pandya,0.5,1.42,TAB
Bangalore v Rajasthan,Bangalore,Rajasthan,Player Wickets,Yash Dayal,0.5,1.33,TAB
Bangalore v Rajasthan,Bangalore,Rajasthan,Player Wickets,Jofra Archer,0.5,1.28,TAB
Bangalore v Rajasthan,Bangalore,Rajasthan,Player Wickets,Maheesh Theekshana,0.5,1.33,TAB
Bangalore v Rajasthan,Bangalore,Rajasthan,Player Wickets,Sandeep Sharma,0.5,1.28,TAB
Bangalore v Rajasthan,Bangalore,Rajasthan,Player Wickets,Wanindu Hasaranga,0.5,1.28,TAB
Bangalore v Rajasthan,Bangalore,Rajasthan,Player Wickets,Josh Hazlewood,1.5,2.1,TAB
Bangalore v Rajasthan,Bangalore,Rajasthan,Player Wickets,Yash Dayal,1.5,2.75,TAB
Bangalore v Rajasthan,Bangalore,Rajasthan,Player Wickets,Bhuvneshwar Kumar,1.5,3,TAB
Bangalore v Rajasthan,Bangalore,Rajasthan,Player Wickets,Krunal Pandya,1.5,3.25,TAB
Bangalore v Rajasthan,Bangalore,Rajasthan,Player Wickets,Jofra Archer,1.5,2.5,TAB
Bangalore v Rajasthan,Bangalore,Rajasthan,Player Wickets,Sandeep Sharma,1.5,2.5,TAB
Bangalore v Rajasthan,Bangalore,Rajasthan,Player Wickets,Wanindu Hasaranga,1.5,2.5,TAB
Bangalore v Rajasthan,Bangalore,Rajasthan,Player Wickets,Maheesh Theekshana,1.5,2.75,TAB
Bangalore v Rajasthan,Bangalore,Rajasthan,Player Wickets,Josh Hazlewood,2.5,4.5,TAB
Bangalore v Rajasthan,Bangalore,Rajasthan,Player Wickets,Yash Dayal,2.5,8.5,TAB
Bangalore v Rajasthan,Bangalore,Rajasthan,Player Wickets,Bhuvneshwar Kumar,2.5,10,TAB
Bangalore v Rajasthan,Bangalore,Rajasthan,Player Wickets,Krunal Pandya,2.5,11,TAB
Bangalore v Rajasthan,Bangalore,Rajasthan,Player Wickets,Jofra Archer,2.5,7,TAB
Bangalore v Rajasthan,Bangalore,Rajasthan,Player Wickets,Sandeep Sharma,2.5,7,TAB
Bangalore v Rajasthan,Bangalore,Rajasthan,Player Wickets,Wanindu Hasaranga,2.5,7,TAB
Bangalore v Rajasthan,Bangalore,Rajasthan,Player Wickets,Maheesh Theekshana,2.5,8.5,TAB
