match,market,home_team,away_team,player_name,line,over_price,under_price,agency
Hyderabad v Mumbai,Alternate Player Runs O/U,Hyderabad,Mumbai,NA,12.5,1.5,2.4,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,NA,19.5,1.85,1.85,TAB
Hyderabad v Mumbai,Alternate Player Runs O/U,Hyderabad,Mumbai,NA,26.5,2.4,1.5,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Ajinkya Rahane,4.5,1.08,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Ajinkya Rahane,9.5,1.25,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Ajinkya Rahane,14.5,1.42,NA,TAB
Kolkata v Gujarat,Alternate Player Runs O/U,Kolkata,Gujarat,Ajinkya Rahane,16.5,1.5,2.4,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Ajinkya Rahane,19.5,1.65,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Ajinkya Rahane,23.5,2,1.72,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Ajinkya Rahane,24.5,1.95,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Ajinkya Rahane,29.5,2.3,NA,TAB
Kolkata v Gujarat,Alternate Player Runs O/U,Kolkata,Gujarat,Ajinkya Rahane,30.5,2.4,1.5,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Ajinkya Rahane,39.5,3.2,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Ajinkya Rahane,49.5,4,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Ajinkya Rahane,74.5,12,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Ajinkya Rahane,99.5,23,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Andre Russell,4.5,1.08,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Andre Russell,9.5,1.25,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Andre Russell,14.5,1.42,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Andre Russell,19.5,1.65,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Andre Russell,24.5,1.95,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Andre Russell,29.5,2.3,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Andre Russell,39.5,3.2,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Andre Russell,49.5,4,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Andre Russell,74.5,12,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Andre Russell,99.5,23,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Angkrish Raghuvanshi,4.5,1.09,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Angkrish Raghuvanshi,9.5,1.28,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Angkrish Raghuvanshi,14.5,1.45,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Angkrish Raghuvanshi,19.5,1.7,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Angkrish Raghuvanshi,24.5,2.05,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Angkrish Raghuvanshi,29.5,2.4,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Angkrish Raghuvanshi,39.5,3.3,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Angkrish Raghuvanshi,49.5,4,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Angkrish Raghuvanshi,74.5,12,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Angkrish Raghuvanshi,99.5,26,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Joseph Buttler,4.5,1.06,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Joseph Buttler,9.5,1.16,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Joseph Buttler,14.5,1.28,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Joseph Buttler,19.5,1.4,NA,TAB
Kolkata v Gujarat,Alternate Player Runs O/U,Kolkata,Gujarat,Joseph Buttler,21.5,1.5,2.4,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Joseph Buttler,24.5,1.55,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Joseph Buttler,28.5,1.85,1.85,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Joseph Buttler,29.5,1.95,NA,TAB
Kolkata v Gujarat,Alternate Player Runs O/U,Kolkata,Gujarat,Joseph Buttler,35.5,2.4,1.5,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Joseph Buttler,39.5,2.6,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Joseph Buttler,49.5,3.4,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Joseph Buttler,74.5,10,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Joseph Buttler,99.5,19,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Quinton de Kock,4.5,1.09,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Quinton de Kock,9.5,1.28,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Quinton de Kock,14.5,1.45,NA,TAB
Kolkata v Gujarat,Alternate Player Runs O/U,Kolkata,Gujarat,Quinton de Kock,15.5,1.5,2.4,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Quinton de Kock,19.5,1.7,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Quinton de Kock,22.5,2,1.72,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Quinton de Kock,24.5,2.05,NA,TAB
Kolkata v Gujarat,Alternate Player Runs O/U,Kolkata,Gujarat,Quinton de Kock,29.5,2.4,1.5,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Quinton de Kock,29.5,2.4,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Quinton de Kock,39.5,3.3,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Quinton de Kock,49.5,4,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Quinton de Kock,74.5,12,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Quinton de Kock,99.5,26,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Rahul Tewatia,4.5,1.1,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Rahul Tewatia,9.5,1.3,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Rahul Tewatia,14.5,1.5,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Rahul Tewatia,19.5,1.75,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Rahul Tewatia,24.5,2.1,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Rahul Tewatia,29.5,2.5,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Rahul Tewatia,39.5,3.4,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Rahul Tewatia,49.5,4.5,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Rahul Tewatia,74.5,13,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Rahul Tewatia,99.5,26,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Sai Sudharsan,4.5,1.04,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Sai Sudharsan,9.5,1.1,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Sai Sudharsan,14.5,1.18,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Sai Sudharsan,19.5,1.28,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Sai Sudharsan,24.5,1.38,NA,TAB
Kolkata v Gujarat,Alternate Player Runs O/U,Kolkata,Gujarat,Sai Sudharsan,25.5,1.5,2.4,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Sai Sudharsan,29.5,1.74,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Sai Sudharsan,32.5,2,1.72,TAB
Kolkata v Gujarat,Alternate Player Runs O/U,Kolkata,Gujarat,Sai Sudharsan,39.5,2.4,1.5,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Sai Sudharsan,39.5,2.25,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Sai Sudharsan,49.5,3,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Sai Sudharsan,74.5,7,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Sai Sudharsan,99.5,17,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Sherfane Rutherford,4.5,1.12,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Sherfane Rutherford,9.5,1.36,NA,TAB
Kolkata v Gujarat,Alternate Player Runs O/U,Kolkata,Gujarat,Sherfane Rutherford,12.5,1.5,2.4,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Sherfane Rutherford,14.5,1.6,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Sherfane Rutherford,19.5,1.85,1.85,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Sherfane Rutherford,19.5,1.85,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Sherfane Rutherford,24.5,2.3,NA,TAB
Kolkata v Gujarat,Alternate Player Runs O/U,Kolkata,Gujarat,Sherfane Rutherford,26.5,2.4,1.5,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Sherfane Rutherford,29.5,2.7,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Sherfane Rutherford,39.5,3.6,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Sherfane Rutherford,49.5,4.5,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Sherfane Rutherford,74.5,15,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Sherfane Rutherford,99.5,26,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Shubman Gill,4.5,1.04,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Shubman Gill,9.5,1.1,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Shubman Gill,14.5,1.18,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Shubman Gill,19.5,1.28,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Shubman Gill,24.5,1.38,NA,TAB
Kolkata v Gujarat,Alternate Player Runs O/U,Kolkata,Gujarat,Shubman Gill,25.5,1.5,2.4,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Shubman Gill,29.5,1.74,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Shubman Gill,32.5,2,1.72,TAB
Kolkata v Gujarat,Alternate Player Runs O/U,Kolkata,Gujarat,Shubman Gill,39.5,2.4,1.5,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Shubman Gill,39.5,2.25,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Shubman Gill,49.5,3,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Shubman Gill,74.5,7,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Shubman Gill,99.5,17,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Sunil Narine,4.5,1.14,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Sunil Narine,9.5,1.42,NA,TAB
Kolkata v Gujarat,Alternate Player Runs O/U,Kolkata,Gujarat,Sunil Narine,10.5,1.5,2.4,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Sunil Narine,14.5,1.72,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Sunil Narine,17.5,2,1.72,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Sunil Narine,19.5,2.05,NA,TAB
Kolkata v Gujarat,Alternate Player Runs O/U,Kolkata,Gujarat,Sunil Narine,24.5,2.4,1.5,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Sunil Narine,24.5,2.6,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Sunil Narine,29.5,2.9,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Sunil Narine,39.5,4,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Sunil Narine,49.5,5,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Sunil Narine,74.5,17,NA,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,Sunil Narine,99.5,41,NA,TAB
Kolkata v Gujarat,Alternate Player Runs O/U,Kolkata,Gujarat,NA,15.5,1.5,2.4,TAB
Kolkata v Gujarat,Player Runs,Kolkata,Gujarat,NA,22.5,1.85,1.85,TAB
Kolkata v Gujarat,Alternate Player Runs O/U,Kolkata,Gujarat,NA,29.5,2.4,1.5,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Abishek Porel,4.5,1.1,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Abishek Porel,9.5,1.3,NA,TAB
Lucknow v Delhi,Alternate Player Runs O/U,Lucknow,Delhi,Abishek Porel,14.5,1.5,2.4,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Abishek Porel,14.5,1.5,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Abishek Porel,19.5,1.75,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Abishek Porel,21.5,1.85,1.85,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Abishek Porel,24.5,2.1,NA,TAB
Lucknow v Delhi,Alternate Player Runs O/U,Lucknow,Delhi,Abishek Porel,28.5,2.4,1.5,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Abishek Porel,29.5,2.5,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Abishek Porel,39.5,3.4,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Abishek Porel,49.5,4.5,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Abishek Porel,74.5,13,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Abishek Porel,99.5,26,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Aidan Markram,4.5,1.08,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Aidan Markram,9.5,1.25,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Aidan Markram,14.5,1.42,NA,TAB
Lucknow v Delhi,Alternate Player Runs O/U,Lucknow,Delhi,Aidan Markram,16.5,1.5,2.4,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Aidan Markram,19.5,1.65,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Aidan Markram,23.5,1.85,1.85,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Aidan Markram,24.5,1.95,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Aidan Markram,29.5,2.3,NA,TAB
Lucknow v Delhi,Alternate Player Runs O/U,Lucknow,Delhi,Aidan Markram,30.5,2.4,1.5,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Aidan Markram,39.5,3.2,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Aidan Markram,49.5,4,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Aidan Markram,74.5,12,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Aidan Markram,99.5,23,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Axar Patel,4.5,1.16,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Axar Patel,9.5,1.45,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Axar Patel,14.5,1.78,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Axar Patel,19.5,2.15,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Axar Patel,24.5,2.7,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Axar Patel,29.5,3,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Axar Patel,39.5,4.25,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Axar Patel,49.5,5.5,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Axar Patel,74.5,19,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Axar Patel,99.5,41,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,David Miller,4.5,1.09,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,David Miller,9.5,1.28,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,David Miller,14.5,1.45,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,David Miller,19.5,1.7,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,David Miller,24.5,2.05,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,David Miller,29.5,2.4,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,David Miller,39.5,3.3,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,David Miller,49.5,4,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,David Miller,74.5,12,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,David Miller,99.5,26,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,KL Rahul,4.5,1.05,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,KL Rahul,9.5,1.13,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,KL Rahul,14.5,1.23,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,KL Rahul,19.5,1.33,NA,TAB
Lucknow v Delhi,Alternate Player Runs O/U,Lucknow,Delhi,KL Rahul,23.5,1.5,2.4,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,KL Rahul,24.5,1.48,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,KL Rahul,29.5,1.84,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,KL Rahul,30.5,1.85,1.85,TAB
Lucknow v Delhi,Alternate Player Runs O/U,Lucknow,Delhi,KL Rahul,37.5,2.4,1.5,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,KL Rahul,39.5,2.45,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,KL Rahul,49.5,3.2,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,KL Rahul,74.5,8,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,KL Rahul,99.5,17,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Karun Nair,4.5,1.1,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Karun Nair,9.5,1.3,NA,TAB
Lucknow v Delhi,Alternate Player Runs O/U,Lucknow,Delhi,Karun Nair,14.5,1.5,2.4,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Karun Nair,14.5,1.5,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Karun Nair,19.5,1.75,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Karun Nair,21.5,1.85,1.85,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Karun Nair,24.5,2.1,NA,TAB
Lucknow v Delhi,Alternate Player Runs O/U,Lucknow,Delhi,Karun Nair,28.5,2.4,1.5,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Karun Nair,29.5,2.5,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Karun Nair,39.5,3.4,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Karun Nair,49.5,4.5,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Karun Nair,74.5,13,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Karun Nair,99.5,26,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Mitchell Marsh,4.5,1.08,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Mitchell Marsh,9.5,1.23,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Mitchell Marsh,14.5,1.4,NA,TAB
Lucknow v Delhi,Alternate Player Runs O/U,Lucknow,Delhi,Mitchell Marsh,17.5,1.5,2.4,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Mitchell Marsh,19.5,1.6,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Mitchell Marsh,24.5,1.85,1.85,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Mitchell Marsh,24.5,1.85,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Mitchell Marsh,29.5,2.2,NA,TAB
Lucknow v Delhi,Alternate Player Runs O/U,Lucknow,Delhi,Mitchell Marsh,31.5,2.4,1.5,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Mitchell Marsh,39.5,3.1,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Mitchell Marsh,49.5,3.85,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Mitchell Marsh,74.5,11,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Mitchell Marsh,99.5,23,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Nicolas Pooran,4.5,1.07,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Nicolas Pooran,9.5,1.18,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Nicolas Pooran,14.5,1.3,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Nicolas Pooran,19.5,1.45,NA,TAB
Lucknow v Delhi,Alternate Player Runs O/U,Lucknow,Delhi,Nicolas Pooran,20.5,1.5,2.4,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Nicolas Pooran,24.5,1.62,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Nicolas Pooran,27.5,1.85,1.85,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Nicolas Pooran,29.5,2.05,NA,TAB
Lucknow v Delhi,Alternate Player Runs O/U,Lucknow,Delhi,Nicolas Pooran,34.5,2.4,1.5,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Nicolas Pooran,39.5,2.7,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Nicolas Pooran,49.5,3.4,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Nicolas Pooran,74.5,10,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Nicolas Pooran,99.5,19,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Rishabh Pant,4.5,1.12,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Rishabh Pant,9.5,1.36,NA,TAB
Lucknow v Delhi,Alternate Player Runs O/U,Lucknow,Delhi,Rishabh Pant,12.5,1.5,2.4,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Rishabh Pant,14.5,1.6,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Rishabh Pant,19.5,1.85,1.85,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Rishabh Pant,19.5,1.85,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Rishabh Pant,24.5,2.3,NA,TAB
Lucknow v Delhi,Alternate Player Runs O/U,Lucknow,Delhi,Rishabh Pant,26.5,2.4,1.5,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Rishabh Pant,29.5,2.7,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Rishabh Pant,39.5,3.6,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Rishabh Pant,49.5,4.5,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Rishabh Pant,74.5,15,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Rishabh Pant,99.5,26,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Tristan Stubbs,4.5,1.08,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Tristan Stubbs,9.5,1.25,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Tristan Stubbs,14.5,1.42,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Tristan Stubbs,19.5,1.65,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Tristan Stubbs,24.5,1.95,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Tristan Stubbs,39.5,3.2,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Tristan Stubbs,49.5,4,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Tristan Stubbs,74.5,12,NA,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,Tristan Stubbs,99.5,23,NA,TAB
Lucknow v Delhi,Alternate Player Runs O/U,Lucknow,Delhi,NA,9.5,1.5,2.4,TAB
Lucknow v Delhi,Player Runs,Lucknow,Delhi,NA,16.5,1.85,1.85,TAB
Lucknow v Delhi,Alternate Player Runs O/U,Lucknow,Delhi,NA,23.5,2.4,1.5,TAB
