match,player_name,player_team,line,over_price,under_price,market,agency
Australia Women v Sri Lanka Women,C Athapaththu,Sri Lanka Women,17.5,1.83,1.83,Player Runs,Bet365
Australia Women v Sri Lanka Women,C Athapaththu,Sri Lanka Women,19.5,2,NA,Player Runs,Bet365
Australia Women v Sri Lanka Women,C Athapaththu,Sri Lanka Women,29.5,2.62,NA,Player Runs,Bet365
Australia Women v Sri Lanka Women,C Athapaththu,Sri Lanka Women,49.5,5,NA,Player Runs,Bet365
Australia Women v Sri Lanka Women,C Athapaththu,Sri Lanka Women,69.5,13,NA,Player Runs,Bet365
Australia Women v Sri Lanka Women,EA Perry,Australia Women,9.5,1.33,NA,Player Runs,Bet365
Australia Women v Sri Lanka Women,EA Perry,Australia Women,19.5,1.72,NA,Player Runs,Bet365
Australia Women v Sri Lanka Women,EA Perry,Australia Women,21.5,1.83,1.83,Player Runs,Bet365
Australia Women v Sri Lanka Women,EA Perry,Australia Women,29.5,2.25,NA,Player Runs,Bet365
Australia Women v Sri Lanka Women,EA Perry,Australia Women,49.5,3.75,NA,Player Runs,Bet365
Australia Women v Sri Lanka Women,EA Perry,Australia Women,69.5,6.5,NA,Player Runs,Bet365
Australia Women v Sri Lanka Women,HMD Samarawickrama,Sri Lanka Women,9.5,1.53,NA,Player Runs,Bet365
Australia Women v Sri Lanka Women,HMD Samarawickrama,Sri Lanka Women,14.5,1.83,1.83,Player Runs,Bet365
Australia Women v Sri Lanka Women,HMD Samarawickrama,Sri Lanka Women,19.5,2.2,NA,Player Runs,Bet365
Australia Women v Sri Lanka Women,HMD Samarawickrama,Sri Lanka Women,29.5,3.25,NA,Player Runs,Bet365
Australia Women v Sri Lanka Women,HMD Samarawickrama,Sri Lanka Women,49.5,7,NA,Player Runs,Bet365
Australia Women v Sri Lanka Women,HMD Samarawickrama,Sri Lanka Women,69.5,26,NA,Player Runs,Bet365
Australia Women v Sri Lanka Women,RMVD Gunaratne,Sri Lanka Women,9.5,1.53,NA,Player Runs,Bet365
Australia Women v Sri Lanka Women,RMVD Gunaratne,Sri Lanka Women,14.5,1.83,1.83,Player Runs,Bet365
Australia Women v Sri Lanka Women,RMVD Gunaratne,Sri Lanka Women,19.5,2.2,NA,Player Runs,Bet365
Australia Women v Sri Lanka Women,RMVD Gunaratne,Sri Lanka Women,29.5,3.25,NA,Player Runs,Bet365
Australia Women v Sri Lanka Women,RMVD Gunaratne,Sri Lanka Women,49.5,6.5,NA,Player Runs,Bet365
Australia Women v Sri Lanka Women,RMVD Gunaratne,Sri Lanka Women,69.5,19,NA,Player Runs,Bet365
Australia Women v Sri Lanka Women,WK Dilhari,Sri Lanka Women,9.5,1.53,NA,Player Runs,Bet365
Australia Women v Sri Lanka Women,WK Dilhari,Sri Lanka Women,14.5,1.83,1.83,Player Runs,Bet365
Australia Women v Sri Lanka Women,WK Dilhari,Sri Lanka Women,19.5,2.2,NA,Player Runs,Bet365
Australia Women v Sri Lanka Women,WK Dilhari,Sri Lanka Women,29.5,3.5,NA,Player Runs,Bet365
Australia Women v Sri Lanka Women,WK Dilhari,Sri Lanka Women,49.5,17,NA,Player Runs,Bet365
Australia Women v Sri Lanka Women,WK Dilhari,Sri Lanka Women,69.5,67,NA,Player Runs,Bet365
Bangladesh Women v England Women,A Capsey,England Women,9.5,1.36,NA,Player Runs,Bet365
Bangladesh Women v England Women,A Capsey,England Women,19.5,1.8,NA,Player Runs,Bet365
Bangladesh Women v England Women,A Capsey,England Women,20.5,1.83,1.83,Player Runs,Bet365
Bangladesh Women v England Women,A Capsey,England Women,29.5,2.37,NA,Player Runs,Bet365
Bangladesh Women v England Women,A Capsey,England Women,49.5,4,NA,Player Runs,Bet365
Bangladesh Women v England Women,A Capsey,England Women,69.5,7,NA,Player Runs,Bet365
Bangladesh Women v England Women,DN Wyatt-Hodge,England Women,9.5,1.36,NA,Player Runs,Bet365
Bangladesh Women v England Women,DN Wyatt-Hodge,England Women,19.5,1.8,NA,Player Runs,Bet365
Bangladesh Women v England Women,DN Wyatt-Hodge,England Women,20.5,1.83,1.83,Player Runs,Bet365
Bangladesh Women v England Women,DN Wyatt-Hodge,England Women,29.5,2.37,NA,Player Runs,Bet365
Bangladesh Women v England Women,DN Wyatt-Hodge,England Women,49.5,4,NA,Player Runs,Bet365
Bangladesh Women v England Women,DN Wyatt-Hodge,England Women,69.5,6.5,NA,Player Runs,Bet365
Bangladesh Women v England Women,M Khatun,Bangladesh Women,9.5,1.5,NA,Player Runs,Bet365
Bangladesh Women v England Women,M Khatun,Bangladesh Women,15.5,1.83,1.83,Player Runs,Bet365
Bangladesh Women v England Women,M Khatun,Bangladesh Women,19.5,2.1,NA,Player Runs,Bet365
Bangladesh Women v England Women,M Khatun,Bangladesh Women,29.5,3,NA,Player Runs,Bet365
Bangladesh Women v England Women,M Khatun,Bangladesh Women,49.5,6,NA,Player Runs,Bet365
Bangladesh Women v England Women,M Khatun,Bangladesh Women,69.5,17,NA,Player Runs,Bet365
Bangladesh Women v England Women,N Sultana,Bangladesh Women,9.5,1.4,NA,Player Runs,Bet365
Bangladesh Women v England Women,N Sultana,Bangladesh Women,18.5,1.83,1.83,Player Runs,Bet365
Bangladesh Women v England Women,N Sultana,Bangladesh Women,19.5,1.83,NA,Player Runs,Bet365
Bangladesh Women v England Women,N Sultana,Bangladesh Women,29.5,2.62,NA,Player Runs,Bet365
Bangladesh Women v England Women,N Sultana,Bangladesh Women,49.5,6.5,NA,Player Runs,Bet365
Bangladesh Women v England Women,N Sultana,Bangladesh Women,69.5,29,NA,Player Runs,Bet365
Bangladesh Women v England Women,NR Sciver-Brunt,England Women,9.5,1.3,NA,Player Runs,Bet365
Bangladesh Women v England Women,NR Sciver-Brunt,England Women,19.5,1.66,NA,Player Runs,Bet365
Bangladesh Women v England Women,NR Sciver-Brunt,England Women,23.5,1.83,1.83,Player Runs,Bet365
Bangladesh Women v England Women,NR Sciver-Brunt,England Women,29.5,2.1,NA,Player Runs,Bet365
Bangladesh Women v England Women,NR Sciver-Brunt,England Women,49.5,3.5,NA,Player Runs,Bet365
Bangladesh Women v England Women,NR Sciver-Brunt,England Women,69.5,8,NA,Player Runs,Bet365
Bangladesh Women v England Women,S Dunkley,England Women,9.5,1.3,NA,Player Runs,Bet365
Bangladesh Women v England Women,S Dunkley,England Women,19.5,1.66,NA,Player Runs,Bet365
Bangladesh Women v England Women,S Dunkley,England Women,23.5,1.83,1.83,Player Runs,Bet365
Bangladesh Women v England Women,S Dunkley,England Women,29.5,2.1,NA,Player Runs,Bet365
Bangladesh Women v England Women,S Dunkley,England Women,49.5,3.4,NA,Player Runs,Bet365
Bangladesh Women v England Women,S Dunkley,England Women,69.5,5.5,NA,Player Runs,Bet365
Bangladesh Women v England Women,S Mostary,Bangladesh Women,9.5,1.61,NA,Player Runs,Bet365
Bangladesh Women v England Women,S Mostary,Bangladesh Women,12.5,1.83,1.83,Player Runs,Bet365
Bangladesh Women v England Women,S Mostary,Bangladesh Women,19.5,2.5,NA,Player Runs,Bet365
Bangladesh Women v England Women,S Mostary,Bangladesh Women,29.5,3.75,NA,Player Runs,Bet365
Bangladesh Women v England Women,S Mostary,Bangladesh Women,49.5,10,NA,Player Runs,Bet365
Bangladesh Women v England Women,S Mostary,Bangladesh Women,69.5,41,NA,Player Runs,Bet365
Bangladesh Women v England Women,S Rani,Bangladesh Women,9.5,1.61,NA,Player Runs,Bet365
Bangladesh Women v England Women,S Rani,Bangladesh Women,12.5,1.83,1.83,Player Runs,Bet365
Bangladesh Women v England Women,S Rani,Bangladesh Women,19.5,2.5,NA,Player Runs,Bet365
Bangladesh Women v England Women,S Rani,Bangladesh Women,29.5,3.75,NA,Player Runs,Bet365
Bangladesh Women v England Women,S Rani,Bangladesh Women,49.5,9,NA,Player Runs,Bet365
Bangladesh Women v England Women,S Rani,Bangladesh Women,69.5,26,NA,Player Runs,Bet365
India Women v Pakistan Women,G Feroza,Pakistan Women,9.5,1.5,NA,Player Runs,Bet365
India Women v Pakistan Women,G Feroza,Pakistan Women,15.5,1.83,1.83,Player Runs,Bet365
India Women v Pakistan Women,G Feroza,Pakistan Women,19.5,2.1,NA,Player Runs,Bet365
India Women v Pakistan Women,G Feroza,Pakistan Women,29.5,3,NA,Player Runs,Bet365
India Women v Pakistan Women,G Feroza,Pakistan Women,49.5,6.5,NA,Player Runs,Bet365
India Women v Pakistan Women,G Feroza,Pakistan Women,69.5,17,NA,Player Runs,Bet365
India Women v Pakistan Women,H Kaur,India Women,9.5,1.33,NA,Player Runs,Bet365
India Women v Pakistan Women,H Kaur,India Women,19.5,1.72,NA,Player Runs,Bet365
India Women v Pakistan Women,H Kaur,India Women,22.5,1.83,1.83,Player Runs,Bet365
India Women v Pakistan Women,H Kaur,India Women,29.5,2.2,NA,Player Runs,Bet365
India Women v Pakistan Women,H Kaur,India Women,49.5,3.5,NA,Player Runs,Bet365
India Women v Pakistan Women,H Kaur,India Women,69.5,6,NA,Player Runs,Bet365
India Women v Pakistan Women,JI Rodrigues,India Women,9.5,1.33,NA,Player Runs,Bet365
India Women v Pakistan Women,JI Rodrigues,India Women,19.5,1.72,NA,Player Runs,Bet365
India Women v Pakistan Women,JI Rodrigues,India Women,21.5,1.83,1.83,Player Runs,Bet365
India Women v Pakistan Women,JI Rodrigues,India Women,29.5,2.25,NA,Player Runs,Bet365
India Women v Pakistan Women,JI Rodrigues,India Women,49.5,4,NA,Player Runs,Bet365
India Women v Pakistan Women,JI Rodrigues,India Women,69.5,10,NA,Player Runs,Bet365
India Women v Pakistan Women,Muneeba Ali,Pakistan Women,9.5,1.44,NA,Player Runs,Bet365
India Women v Pakistan Women,Muneeba Ali,Pakistan Women,16.5,1.83,1.83,Player Runs,Bet365
India Women v Pakistan Women,Muneeba Ali,Pakistan Women,19.5,2,NA,Player Runs,Bet365
India Women v Pakistan Women,Muneeba Ali,Pakistan Women,29.5,2.75,NA,Player Runs,Bet365
India Women v Pakistan Women,Muneeba Ali,Pakistan Women,49.5,6,NA,Player Runs,Bet365
India Women v Pakistan Women,Muneeba Ali,Pakistan Women,69.5,15,NA,Player Runs,Bet365
India Women v Pakistan Women,O Sohail,Pakistan Women,9.5,1.53,NA,Player Runs,Bet365
India Women v Pakistan Women,O Sohail,Pakistan Women,14.5,1.83,1.83,Player Runs,Bet365
India Women v Pakistan Women,O Sohail,Pakistan Women,19.5,2.2,NA,Player Runs,Bet365
India Women v Pakistan Women,O Sohail,Pakistan Women,29.5,3.25,NA,Player Runs,Bet365
India Women v Pakistan Women,O Sohail,Pakistan Women,49.5,11,NA,Player Runs,Bet365
India Women v Pakistan Women,O Sohail,Pakistan Women,69.5,51,NA,Player Runs,Bet365
India Women v Pakistan Women,S Amin,Pakistan Women,9.5,1.5,NA,Player Runs,Bet365
India Women v Pakistan Women,S Amin,Pakistan Women,15.5,1.83,1.83,Player Runs,Bet365
India Women v Pakistan Women,S Amin,Pakistan Women,19.5,2.1,NA,Player Runs,Bet365
India Women v Pakistan Women,S Amin,Pakistan Women,29.5,3,NA,Player Runs,Bet365
India Women v Pakistan Women,S Amin,Pakistan Women,49.5,6.5,NA,Player Runs,Bet365
India Women v Pakistan Women,S Amin,Pakistan Women,69.5,26,NA,Player Runs,Bet365
India Women v Pakistan Women,S Mandhana,India Women,9.5,1.28,NA,Player Runs,Bet365
India Women v Pakistan Women,S Mandhana,India Women,19.5,1.57,NA,Player Runs,Bet365
India Women v Pakistan Women,S Mandhana,India Women,26.5,1.83,1.83,Player Runs,Bet365
India Women v Pakistan Women,S Mandhana,India Women,29.5,2,NA,Player Runs,Bet365
India Women v Pakistan Women,S Mandhana,India Women,49.5,3.4,NA,Player Runs,Bet365
India Women v Pakistan Women,S Mandhana,India Women,69.5,4.33,NA,Player Runs,Bet365
India Women v Pakistan Women,Shafali Verma,India Women,9.5,1.33,NA,Player Runs,Bet365
India Women v Pakistan Women,Shafali Verma,India Women,19.5,1.72,NA,Player Runs,Bet365
India Women v Pakistan Women,Shafali Verma,India Women,22.5,1.83,1.83,Player Runs,Bet365
India Women v Pakistan Women,Shafali Verma,India Women,29.5,2.2,NA,Player Runs,Bet365
India Women v Pakistan Women,Shafali Verma,India Women,49.5,3.75,NA,Player Runs,Bet365
India Women v Pakistan Women,Shafali Verma,India Women,69.5,5.5,NA,Player Runs,Bet365
West Indies Women v Scotland Women,A Lister,Scotland Women,9.5,1.8,NA,Player Runs,Bet365
West Indies Women v Scotland Women,A Lister,Scotland Women,10.5,1.83,1.83,Player Runs,Bet365
West Indies Women v Scotland Women,A Lister,Scotland Women,19.5,3,NA,Player Runs,Bet365
West Indies Women v Scotland Women,A Lister,Scotland Women,29.5,5,NA,Player Runs,Bet365
West Indies Women v Scotland Women,A Lister,Scotland Women,49.5,23,NA,Player Runs,Bet365
West Indies Women v Scotland Women,A Lister,Scotland Women,69.5,101,NA,Player Runs,Bet365
West Indies Women v Scotland Women,DJS Dottin,West Indies Women,9.5,1.33,NA,Player Runs,Bet365
West Indies Women v Scotland Women,DJS Dottin,West Indies Women,19.5,1.72,NA,Player Runs,Bet365
West Indies Women v Scotland Women,DJS Dottin,West Indies Women,22.5,1.83,1.83,Player Runs,Bet365
West Indies Women v Scotland Women,DJS Dottin,West Indies Women,29.5,2.2,NA,Player Runs,Bet365
West Indies Women v Scotland Women,DJS Dottin,West Indies Women,49.5,3.75,NA,Player Runs,Bet365
West Indies Women v Scotland Women,DJS Dottin,West Indies Women,69.5,13,NA,Player Runs,Bet365
West Indies Women v Scotland Women,HK Matthews,West Indies Women,9.5,1.22,NA,Player Runs,Bet365
West Indies Women v Scotland Women,HK Matthews,West Indies Women,19.5,1.5,NA,Player Runs,Bet365
West Indies Women v Scotland Women,HK Matthews,West Indies Women,29.5,1.8,NA,Player Runs,Bet365
West Indies Women v Scotland Women,HK Matthews,West Indies Women,31.5,1.83,1.83,Player Runs,Bet365
West Indies Women v Scotland Women,HK Matthews,West Indies Women,49.5,2.5,NA,Player Runs,Bet365
West Indies Women v Scotland Women,HK Matthews,West Indies Women,69.5,3.75,NA,Player Runs,Bet365
West Indies Women v Scotland Women,K Bryce,Scotland Women,9.5,1.44,NA,Player Runs,Bet365
West Indies Women v Scotland Women,K Bryce,Scotland Women,16.5,1.83,1.83,Player Runs,Bet365
West Indies Women v Scotland Women,K Bryce,Scotland Women,19.5,2,NA,Player Runs,Bet365
West Indies Women v Scotland Women,K Bryce,Scotland Women,29.5,2.75,NA,Player Runs,Bet365
West Indies Women v Scotland Women,K Bryce,Scotland Women,49.5,6.5,NA,Player Runs,Bet365
West Indies Women v Scotland Women,K Bryce,Scotland Women,69.5,26,NA,Player Runs,Bet365
West Indies Women v Scotland Women,Q Joseph,West Indies Women,9.5,1.44,NA,Player Runs,Bet365
West Indies Women v Scotland Women,Q Joseph,West Indies Women,16.5,1.83,1.83,Player Runs,Bet365
West Indies Women v Scotland Women,Q Joseph,West Indies Women,19.5,2,NA,Player Runs,Bet365
West Indies Women v Scotland Women,Q Joseph,West Indies Women,29.5,2.75,NA,Player Runs,Bet365
West Indies Women v Scotland Women,Q Joseph,West Indies Women,49.5,5.5,NA,Player Runs,Bet365
West Indies Women v Scotland Women,Q Joseph,West Indies Women,69.5,10,NA,Player Runs,Bet365
West Indies Women v Scotland Women,S Bryce,Scotland Women,9.5,1.44,NA,Player Runs,Bet365
West Indies Women v Scotland Women,S Bryce,Scotland Women,16.5,1.83,1.83,Player Runs,Bet365
West Indies Women v Scotland Women,S Bryce,Scotland Women,19.5,2,NA,Player Runs,Bet365
West Indies Women v Scotland Women,S Bryce,Scotland Women,29.5,2.75,NA,Player Runs,Bet365
West Indies Women v Scotland Women,S Bryce,Scotland Women,49.5,5.5,NA,Player Runs,Bet365
West Indies Women v Scotland Women,S Bryce,Scotland Women,69.5,17,NA,Player Runs,Bet365
West Indies Women v Scotland Women,S Horley,Scotland Women,9.5,1.53,NA,Player Runs,Bet365
West Indies Women v Scotland Women,S Horley,Scotland Women,14.5,1.83,1.83,Player Runs,Bet365
West Indies Women v Scotland Women,S Horley,Scotland Women,19.5,2.2,NA,Player Runs,Bet365
West Indies Women v Scotland Women,S Horley,Scotland Women,29.5,3.25,NA,Player Runs,Bet365
West Indies Women v Scotland Women,S Horley,Scotland Women,49.5,7,NA,Player Runs,Bet365
West Indies Women v Scotland Women,S Horley,Scotland Women,69.5,21,NA,Player Runs,Bet365
West Indies Women v Scotland Women,SR Taylor,West Indies Women,9.5,1.3,NA,Player Runs,Bet365
West Indies Women v Scotland Women,SR Taylor,West Indies Women,19.5,1.66,NA,Player Runs,Bet365
West Indies Women v Scotland Women,SR Taylor,West Indies Women,24.5,1.83,1.83,Player Runs,Bet365
West Indies Women v Scotland Women,SR Taylor,West Indies Women,29.5,2.1,NA,Player Runs,Bet365
West Indies Women v Scotland Women,SR Taylor,West Indies Women,49.5,3.25,NA,Player Runs,Bet365
West Indies Women v Scotland Women,SR Taylor,West Indies Women,69.5,6,NA,Player Runs,Bet365
