match,market,home_team,away_team,player_name,price
India v New Zealand,Top Match Run Scorer,India,New Zealand,Georgia Ellen Plimmer,15
India v New Zealand,Top Match Run Scorer,India,New Zealand,Richa Ghosh,23
India v New Zealand,Top Match Run Scorer,India,New Zealand,Arundhati Reddy,31
India v New Zealand,Top Match Run Scorer,India,New Zealand,Deepti Sharma,31
India v New Zealand,Top Match Run Scorer,India,New Zealand,Sajeevan Sajana,31
India v New Zealand,Top Match Run Scorer,India,New Zealand,Maddy Green,34
India v New Zealand,Top Match Run Scorer,India,New Zealand,Brooke Halliday,41
India v New Zealand,Top Match Run Scorer,India,New Zealand,Izzy Gaze,71
India v New Zealand,Top Match Run Scorer,India,New Zealand,Eden J Carson,101
India v New Zealand,Top Match Run Scorer,India,New Zealand,Fran Jonas,101
India v New Zealand,Top Match Run Scorer,India,New Zealand,Hannah Rowe,101
India v New Zealand,Top Match Run Scorer,India,New Zealand,JM Kerr,101
India v New Zealand,Top Match Run Scorer,India,New Zealand,Lea Tahuhu,101
India v New Zealand,Top Match Run Scorer,India,New Zealand,Leigh Kasperek,101
India v New Zealand,Top Match Run Scorer,India,New Zealand,Molly Penfold,101
India v New Zealand,Top Match Run Scorer,India,New Zealand,Pooja Vastrakar,101
India v New Zealand,Top Match Run Scorer,India,New Zealand,Radha Yadav,101
India v New Zealand,Top Match Run Scorer,India,New Zealand,Renuka Singh,101
India v New Zealand,Top Match Run Scorer,India,New Zealand,Rosemary Mair,101
India v New Zealand,Top Match Run Scorer,India,New Zealand,Shreyanka Rajesh Patil,101
India v New Zealand,Top Match Run Scorer,India,New Zealand,Sobhana Asha,101
Australia v Sri Lanka,Top Match Run Scorer,Australia,Sri Lanka,Beth Mooney,4.4
Australia v Sri Lanka,Top Match Run Scorer,Australia,Sri Lanka,Ellyse Perry,4.9
Australia v Sri Lanka,Top Match Run Scorer,Australia,Sri Lanka,Alyssa Healy,6.75
Australia v Sri Lanka,Top Match Run Scorer,Australia,Sri Lanka,Chamari Atapattu,7
Australia v Sri Lanka,Top Match Run Scorer,Australia,Sri Lanka,Ashleigh Gardner,9
Australia v Sri Lanka,Top Match Run Scorer,Australia,Sri Lanka,Harshitha Madavi,11
Australia v Sri Lanka,Top Match Run Scorer,Australia,Sri Lanka,Phoebe Litchfield,12.5
Australia v Sri Lanka,Top Match Run Scorer,Australia,Sri Lanka,Grace Harris,13
Australia v Sri Lanka,Top Match Run Scorer,Australia,Sri Lanka,Vishmi Gunaratne,14
Australia v Sri Lanka,Top Match Run Scorer,Australia,Sri Lanka,Tahlia McGrath,29
Australia v Sri Lanka,Top Match Run Scorer,Australia,Sri Lanka,Anushka Sanjeewani,34
Australia v Sri Lanka,Top Match Run Scorer,Australia,Sri Lanka,Kavisha Dilhari,34
Australia v Sri Lanka,Top Match Run Scorer,Australia,Sri Lanka,Nilakshi de Silva,41
Australia v Sri Lanka,Top Match Run Scorer,Australia,Sri Lanka,Hasini Perera,51
Australia v Sri Lanka,Top Match Run Scorer,Australia,Sri Lanka,Alana King,71
Australia v Sri Lanka,Top Match Run Scorer,Australia,Sri Lanka,Ama Kanchana,71
Australia v Sri Lanka,Top Match Run Scorer,Australia,Sri Lanka,Annabel Sutherland,71
Australia v Sri Lanka,Top Match Run Scorer,Australia,Sri Lanka,Georgia Wareham,71
Australia v Sri Lanka,Top Match Run Scorer,Australia,Sri Lanka,Kim Garth,71
Australia v Sri Lanka,Top Match Run Scorer,Australia,Sri Lanka,Sachini Nisansala,71
Australia v Sri Lanka,Top Match Run Scorer,Australia,Sri Lanka,Achini Kulasuriya,101
Australia v Sri Lanka,Top Match Run Scorer,Australia,Sri Lanka,Darice Brown,101
Australia v Sri Lanka,Top Match Run Scorer,Australia,Sri Lanka,Inoka Ranaweera,101
Australia v Sri Lanka,Top Match Run Scorer,Australia,Sri Lanka,Inoshi Priyadharshani,101
Australia v Sri Lanka,Top Match Run Scorer,Australia,Sri Lanka,Megan Schutt,101
Australia v Sri Lanka,Top Match Run Scorer,Australia,Sri Lanka,Shashini Gimhani,101
Australia v Sri Lanka,Top Match Run Scorer,Australia,Sri Lanka,Sophie Molineux,101
Australia v Sri Lanka,Top Match Run Scorer,Australia,Sri Lanka,Sugandika Kumari,101
Australia v Sri Lanka,Top Match Run Scorer,Australia,Sri Lanka,Tayla Vlaeminck,101
Australia v Sri Lanka,Top Match Run Scorer,Australia,Sri Lanka,Udeshika Prabodhani,101
Bangladesh v England,Top Match Run Scorer,Bangladesh,England,Natalie Ruth Sciver-Brunt,4.4
Bangladesh v England,Top Match Run Scorer,Bangladesh,England,Alice Capsey,6.75
Bangladesh v England,Top Match Run Scorer,Bangladesh,England,Danielle Wyatt,6
Bangladesh v England,Top Match Run Scorer,Bangladesh,England,Maia Bouchier,6.75
Bangladesh v England,Top Match Run Scorer,Bangladesh,England,Heather Knight,7.25
Bangladesh v England,Top Match Run Scorer,Bangladesh,England,Sophia Dunkley,8
Bangladesh v England,Top Match Run Scorer,Bangladesh,England,Dilara Akter Dola,12.5
Bangladesh v England,Top Match Run Scorer,Bangladesh,England,Murshida Khatun,13
Bangladesh v England,Top Match Run Scorer,Bangladesh,England,Freya Kemp,14
Bangladesh v England,Top Match Run Scorer,Bangladesh,England,Sobhana Mostari,14
Bangladesh v England,Top Match Run Scorer,Bangladesh,England,Amy Jones,16
Bangladesh v England,Top Match Run Scorer,Bangladesh,England,Shathi Rani,16
Bangladesh v England,Top Match Run Scorer,Bangladesh,England,Taj Nehar,21
Bangladesh v England,Top Match Run Scorer,Bangladesh,England,Nigar Sultana Joty,23
Bangladesh v England,Top Match Run Scorer,Bangladesh,England,Bess Heath,41
Bangladesh v England,Top Match Run Scorer,Bangladesh,England,Ritu Moni,46
Bangladesh v England,Top Match Run Scorer,Bangladesh,England,Jahanara Alam,51
Bangladesh v England,Top Match Run Scorer,Bangladesh,England,Shorna Akter,51
Bangladesh v England,Top Match Run Scorer,Bangladesh,England,Danielle Gibson,71
Bangladesh v England,Top Match Run Scorer,Bangladesh,England,Charlie Dean,101
Bangladesh v England,Top Match Run Scorer,Bangladesh,England,Disha Biswas,101
Bangladesh v England,Top Match Run Scorer,Bangladesh,England,Fahima Khatun,101
Bangladesh v England,Top Match Run Scorer,Bangladesh,England,Lauren Bell,101
Bangladesh v England,Top Match Run Scorer,Bangladesh,England,Linsey Smith,101
Bangladesh v England,Top Match Run Scorer,Bangladesh,England,Marufa Akter,101
Bangladesh v England,Top Match Run Scorer,Bangladesh,England,Nahida Akter,101
Bangladesh v England,Top Match Run Scorer,Bangladesh,England,Rabeya Khan,101
Bangladesh v England,Top Match Run Scorer,Bangladesh,England,Sarah Glenn,101
Bangladesh v England,Top Match Run Scorer,Bangladesh,England,Sophie Ecclestone,101
Bangladesh v England,Top Match Run Scorer,Bangladesh,England,Sultana Khatun,101
