match,player_name,player_team,line,over_price,under_price,market,agency
San Francisco Unicorns v Seattle Orcas,B Couch,San Francisco Unicorns,2.5,8,NA,Player Wickets,Bet365
San Francisco Unicorns v Seattle Orcas,B Couch,San Francisco Unicorns,3.5,21,NA,Player Wickets,Bet365
San Francisco Unicorns v Seattle Orcas,H Rauf,San Francisco Unicorns,0.5,1.28,NA,Player Wickets,Bet365
San Francisco Unicorns v Seattle Orcas,H Rauf,San Francisco Unicorns,1.5,2.37,1.53,Player Wickets,Bet365
San Francisco Unicorns v Seattle Orcas,H Rauf,San Francisco Unicorns,1.5,2.37,NA,Player Wickets,Bet365
San Francisco Unicorns v Seattle Orcas,H Rauf,San Francisco Unicorns,2.5,5.5,NA,Player Wickets,Bet365
San Francisco Unicorns v Seattle Orcas,H Rauf,San Francisco Unicorns,3.5,15,NA,Player Wickets,Bet365
San Francisco Unicorns v Seattle Orcas,J Singh,Seattle Orcas,0.5,1.61,NA,Player Wickets,Bet365
San Francisco Unicorns v Seattle Orcas,J Singh,Seattle Orcas,1.5,4,1.22,Player Wickets,Bet365
San Francisco Unicorns v Seattle Orcas,J Singh,Seattle Orcas,1.5,4,NA,Player Wickets,Bet365
San Francisco Unicorns v Seattle Orcas,J Singh,Seattle Orcas,2.5,13,NA,Player Wickets,Bet365
San Francisco Unicorns v Seattle Orcas,J Singh,Seattle Orcas,3.5,41,NA,Player Wickets,Bet365
San Francisco Unicorns v Seattle Orcas,Kyle Mayers,Seattle Orcas,0.5,1.8,NA,Player Wickets,Bet365
San Francisco Unicorns v Seattle Orcas,Kyle Mayers,Seattle Orcas,1.5,5,1.16,Player Wickets,Bet365
San Francisco Unicorns v Seattle Orcas,Kyle Mayers,Seattle Orcas,1.5,5,NA,Player Wickets,Bet365
San Francisco Unicorns v Seattle Orcas,Kyle Mayers,Seattle Orcas,2.5,19,NA,Player Wickets,Bet365
San Francisco Unicorns v Seattle Orcas,Kyle Mayers,Seattle Orcas,3.5,51,NA,Player Wickets,Bet365
San Francisco Unicorns v Seattle Orcas,LE Plunkett,San Francisco Unicorns,0.5,1.44,NA,Player Wickets,Bet365
San Francisco Unicorns v Seattle Orcas,LE Plunkett,San Francisco Unicorns,1.5,3,1.36,Player Wickets,Bet365
San Francisco Unicorns v Seattle Orcas,LE Plunkett,San Francisco Unicorns,1.5,3,NA,Player Wickets,Bet365
San Francisco Unicorns v Seattle Orcas,LE Plunkett,San Francisco Unicorns,2.5,9,NA,Player Wickets,Bet365
San Francisco Unicorns v Seattle Orcas,LE Plunkett,San Francisco Unicorns,3.5,23,NA,Player Wickets,Bet365
San Francisco Unicorns v Seattle Orcas,Waqar Salamkheil,Seattle Orcas,0.5,1.5,NA,Player Wickets,Bet365
San Francisco Unicorns v Seattle Orcas,Waqar Salamkheil,Seattle Orcas,1.5,3.4,1.3,Player Wickets,Bet365
San Francisco Unicorns v Seattle Orcas,Waqar Salamkheil,Seattle Orcas,1.5,3.4,NA,Player Wickets,Bet365
San Francisco Unicorns v Seattle Orcas,Waqar Salamkheil,Seattle Orcas,2.5,10,NA,Player Wickets,Bet365
San Francisco Unicorns v Seattle Orcas,Waqar Salamkheil,Seattle Orcas,3.5,29,NA,Player Wickets,Bet365
San Francisco Unicorns v Seattle Orcas,Xavier Bartlett,San Francisco Unicorns,0.5,1.33,NA,Player Wickets,Bet365
San Francisco Unicorns v Seattle Orcas,Xavier Bartlett,San Francisco Unicorns,1.5,2.62,1.44,Player Wickets,Bet365
San Francisco Unicorns v Seattle Orcas,Xavier Bartlett,San Francisco Unicorns,1.5,2.62,NA,Player Wickets,Bet365
San Francisco Unicorns v Seattle Orcas,Xavier Bartlett,San Francisco Unicorns,2.5,6.5,NA,Player Wickets,Bet365
San Francisco Unicorns v Seattle Orcas,Xavier Bartlett,San Francisco Unicorns,3.5,19,NA,Player Wickets,Bet365
