match,market,home_team,away_team,player_name,player_team,opposition_team,price,agency
Texas Super Kings v Washington Freedom,Top Team Wicket Taker,Texas Super Kings,Washington Freedom,Zia Shahzad,Texas Super Kings,Washington Freedom,6.75,TopSport
Texas Super Kings v Washington Freedom,Top Team Wicket Taker,Texas Super Kings,Washington Freedom,Andrew Tye,Washington Freedom,Texas Super Kings,4,TopSport
Texas Super Kings v Washington Freedom,Top Team Wicket Taker,Texas Super Kings,Washington Freedom,Lockie Ferguson,Washington Freedom,Texas Super Kings,4,TopSport
Texas Super Kings v Washington Freedom,Top Team Wicket Taker,Texas Super Kings,Washington Freedom,Jasdeep Singh,Washington Freedom,Texas Super Kings,4.6,TopSport
Texas Super Kings v Washington Freedom,Top Team Wicket Taker,Texas Super Kings,Washington Freedom,Marco Jansen,Washington Freedom,Texas Super Kings,4.6,TopSport
Texas Super Kings v Washington Freedom,Top Team Wicket Taker,Texas Super Kings,Washington Freedom,Akeal Hosein,Washington Freedom,Texas Super Kings,5,TopSport
Texas Super Kings v Washington Freedom,Top Team Wicket Taker,Texas Super Kings,Washington Freedom,Amila Aponso,Washington Freedom,Texas Super Kings,6,TopSport
Texas Super Kings v Washington Freedom,Top Team Wicket Taker,Texas Super Kings,Washington Freedom,Glenn Maxwell,Washington Freedom,Texas Super Kings,6,TopSport
Texas Super Kings v Washington Freedom,Top Team Wicket Taker,Texas Super Kings,Washington Freedom,Jack Edwards,Washington Freedom,Texas Super Kings,6,TopSport
Texas Super Kings v Washington Freedom,Top Team Wicket Taker,Texas Super Kings,Washington Freedom,Rachin Ravindra,Washington Freedom,Texas Super Kings,6.5,TopSport
Texas Super Kings v Washington Freedom,Top Team Wicket Taker,Texas Super Kings,Washington Freedom,Ian Holland,Washington Freedom,Texas Super Kings,7.25,TopSport
Texas Super Kings v Washington Freedom,Top Team Wicket Taker,Texas Super Kings,Washington Freedom,Obus Pienaar,Washington Freedom,Texas Super Kings,9,TopSport
